page_number,listing_number,title,location,address,description,bedrooms,bathrooms,parking spaces,size,price,listing_link,agency
1,116990302,3 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Modern 3-Bedroom Bungalow To Let in Karen
Rent: KES 220,000 per month
This beautiful and",3,2,,180 m²,KSh 220 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990302,
1,116990147,3 Bedroom Apartment / Flat,Karen,"Marist Ln Nairobi, Karen, Nairobi","THREE BEDROOM APARTMENT FOR RENT IN KAREN KSH 80,000
Located at hillcrest is this gorgeous",3,2,,180 m²,KSh 80 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116990147,
1,116987952,3 Bedroom Apartment / Flat,Westlands,"Brookside Dr, Westlands, Nairobi",Experience comfort and exclusivity in this elegant apartment located in the serene,3,4,2,135 m²,KSh 120 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116987952,Trisums Investments Co. Ltd
1,116988696,5 Bedroom House,Runda,"QRP7+CQP Runda Grove, Runda, Nairobi","5-bedroom standalone house to let

?? Rent: KES 350,000 per month

Experience tranquil",5,5,3,265 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116988696,Trisums Investments Co. Ltd
1,116988380,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi",Experience tranquil living in the heart of Runda with this elegant and spacious 5-bedroom,5,5,3,235 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116988380,Trisums Investments Co. Ltd
1,116983120,4 Bedroom House,Karen,"MMWG+P38 Karen, Karen, Nairobi","Elegant 4-Bedroom Standalone Bungalow for Rent/Sale – Karen End
 Location: Karen End,",4,3,,300 m²,KSh 150 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983120,
1,101743003,3 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","3-Bedroom Bungalow to Let in Karen – Windy Ridge
This newly built 3-bedroom bungalow is",3,3,,180 m²,KSh 180 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-101743003,
1,116983066,4 Bedroom House,Karen,"Langata Link Rd Nairobi, Karen, Nairobi","Elegant 4-Bedroom Villa To Let in Karen

Rent: KES 250,000 per month

This charming",4,4,2,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983066,
1,116990324,3 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","3-Bedroom Bungalow to Let in Karen – Windy Ridge
This newly built 3-bedroom bungalow is",3,3,,180 m²,KSh 180 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990324,
1,116983145,4 Bedroom Townhouse,Karen,"Hillcrest Dr Nairobi, Karen, Nairobi","Elegant 4 Bedroom Townhouse To Let in Karen
Guide Rent: Ksh 220,000 per month
Set within",4,4,,300 m²,KSh 220 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116983145,
1,116990701,3 Bedroom Apartment / Flat,Karen,"Marist Ln Nairobi, Karen, Nairobi","Modern 3-Bedroom Apartment To Let – Karen
Rent: KES 80,000 per month
Discover comfort and",3,2,,180 m²,KSh 80 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116990701,
1,116990723,3 Bedroom Apartment / Flat,Karen,"Ngong Rd Karen, Karen, Nairobi","3-Bedroom Apartment for Rent in Karen
Rent: KES 50,000 per Month
Nestled in the serene",3,2,,180 m²,KSh 50 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116990723,
1,116985088,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Rent: KES 450,000 per month

Located in a secure, UN-approved gated community in the",5,5,3,315 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116985088,Trisums Investments Co. Ltd
1,116984698,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Rent: KES 450,000 per month
Nestled in the serene and prestigious neighborhood of Runda,",5,6,3,350 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116984698,Trisums Investments Co. Ltd
1,116984606,5 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Rent: KES 450,000 per month

Nestled in the serene and prestigious neighborhood of Runda,",5,6,3,356 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-runda-116984606,Trisums Investments Co. Ltd
1,116982555,3 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Rent: KES 200,000 per month

Experience comfort, privacy, and serenity in this",3,3,2,125 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-runda-116982555,Trisums Investments Co. Ltd
1,116982777,3 Bedroom House,Runda,"Runda Kitisuru, Runda, Nairobi","Rent: KES 200,000 per month

Experience comfort, privacy, and serenity in this",3,3,2,125 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-runda-116982777,Trisums Investments Co. Ltd
1,116980136,Commercial Property,Westlands,"Lantana Rd Nairobi, Westlands, Nairobi","Located in a serene and quiet part of Westlands, this spacious 5-bedroom house offers the",,,,254 m²,KSh 300 000,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116980136,Trisums Investments Co. Ltd
1,116990748,3 Bedroom Apartment / Flat,Karen,"Karen Karen, Karen, Nairobi","Newly Built 3 Bedroom Apartment To Let in Karen
Guide Rent: Ksh 150,000 per",3,3,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116990748,
1,116983330,4 Bedroom House,Kiambu Road,"Kiambu Rd Kiambu, Kiambu Road, Nairobi","Runda
Modern Newly built 4 Bedrooms with Sq Villa To Let/Sale in the Leafy Suburbs of",4,5,4,650 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kiambu-road-116983330,
1,116990560,3 Bedroom House,Karen,"Kasuku Cl Nairobi, Karen, Nairobi","Charming 3-Bedroom Bungalow for Rent in Karen
Rent: KES 180,000 per month
Located within",3,2,,180 m²,KSh 180 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990560,
2,116990607,3 Bedroom House,Karen,"Karen Hardy Langata, Karen, Nairobi","Fully Furnished 3-Bedroom Bungalow for Rent – Karen Hardy, Mukoma Road
Located in the",3,3,,180 m²,KSh 325 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990607,
2,116990014,3 Bedroom House,Karen,"Rhino Park Rd Karen, Karen, Nairobi","3 Bedroom Rustic Home in Karen – Private Garden | KES 270,000 (Negotiable)
Nestled in the",3,2.5,,180 m²,KSh 270 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990014,
2,116991301,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Stunning 5 Bedroom Luxury Villa for Rent in Karen
Rent: Ksh 650,000 per month
Land Size:",5,5,,450 m²,KSh 650 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116991301,
2,116983390,4 Bedroom House,Garden Estate,"Garden Estate Roysambu, Garden Estate, Nairobi","GARDEN ESTATE /RIDGEWAYS/RUNDA  A  4-Bedroom Home for Rent
Discover unparalleled",4,5,4,300 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-garden-estate-116983390,
2,116990423,3 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Charming 3-Bedroom Bungalow To Let in Karen
Rent: KES 150,000 per month
This",3,2,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990423,
2,116983255,4 Bedroom House,Karen,"Mukinduri Rd Nairobi, Karen, Nairobi","Elegant 4 Bedroom Villa for Rent in Karen
Rent: Ksh 350,000 | Service Charge: Ksh",4,4,2,300 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983255,
2,116982947,5 Bedroom House,Lavington,"Lavington Kileleshwa, Lavington, Nairobi","LAVINGTON Nairobi ???? 
Newly Built 5 bedroom house available for rent in Lavington. It's",5,6,5,650 m²,KSh 780 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-lavington-116982947,
2,116990625,3 Bedroom House,Karen,"Fana Rd Nairobi, Karen, Nairobi","Elegant 3-Bedroom Bungalow with Guest House on Half Acre – Karen
Rent: KES 200,000 per",3,3,,180 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990625,
2,116977773,1 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","MODERN ONE BEDROOM APARTMENT FOR RENT IN KILIMANI-AirBnB Accepted

Strategically located",1,1,1,55 m²,KSh 55 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116977773,
2,116990528,3 Bedroom House,Karen,"Kombe Road Nairobi, Karen, Nairobi","Charming 3-Bedroom Bungalow to Let in Karen – KES 150,000
Set in a serene and leafy part",3,2,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990528,
2,116976690,5 Bedroom House,Karen,"Nzohe Road Nairobi, Karen, Nairobi","Modern 5-Bedroom Villa To Let in Karen
Rent: KES 450,000 per month
Discover this elegant",5,5,,450 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116976690,
2,116989928,3 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","Charming 3-Bedroom Cottage for Rent in Karen – Windy Ridge | KES 200,000
Nestled in the",3,2,,180 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116989928,
2,116990650,3 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","3-Bedroom House To Let in Karen – Rent KES 170,000
•	Property Overview
o	Elegant and",3,3,,180 m²,KSh 170 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990650,
2,116983160,4 Bedroom House,Karen,"Ndege Rd Nairobi, Karen, Nairobi","Elegant 4-Bedroom Villa for Rent in Karen – Gated Community

Rent: Kshs. 550,000 per",4,4,2,300 m²,KSh 550 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983160,
2,116983402,4 Bedroom House,Karen,"Kerarapon Drive Karen, Karen, Nairobi","4-Bedroom All En-Suite Home with Study for Rent – Kerarapon Drive, Karen
Land Size: 0.25",4,4,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983402,
2,116990506,3 Bedroom House,Karen,"Lower Plains Rd Nairobi, Karen, Nairobi","3-Bedroom Villa for Rent in Karen
Rent: Kes 300,000 per month
Use: Ideal for Residential",3,3,,180 m²,KSh 300 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990506,
2,101753490,3 Bedroom House,Karen,"Kombe Road Nairobi, Karen, Nairobi","Charming 3-Bedroom Bungalow to Let in Karen – KES 150,000
Set in a serene and leafy part",3,2,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-101753490,
2,116983117,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","To Let – Westland -Raphta road
Experience comfort and exclusivity in this elegant",3,4,2,270 m²,KSh 120 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116983117,Trisums Investments Co. Ltd
2,116991281,3 Bedroom Apartment / Flat,Karen,"Karen Karen, Karen, Nairobi","Three Bedroom Apartment for Rent in Karen
Rent: Ksh 90,000 per month
Located within close",3,3,,180 m²,KSh 90 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116991281,
2,116988678,4 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Elegant 4-Bedroom All-En-Suite Townhouse – , Karen
Rent: KES 140,000 per month
Location:",4,4,1,300 m²,KSh 140 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116988678,
2,116975647,4 Bedroom Apartment / Flat,Westlands,"Lower Kabete Nairobi, Westlands, Nairobi","Located in Westlands, this stunning modern 4-bedroom apartment offers elegance, space, and",4,5,2,250 m²,KSh 450 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-116975647,Trisums Investments Co. Ltd
3,116975626,4 Bedroom Apartment / Flat,Westlands,"Lower Kabete Rd Nairobi, Westlands, Nairobi","Located in Westlands, this stunning modern 4-bedroom apartment offers elegance, space, and",4,5,2,250 m²,KSh 450 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-westlands-116975626,Trisums Investments Co. Ltd
3,116991338,4 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Elegant 4-Bedroom All-En-Suite Villa to Let in Karen
Rent: KES 250,000 per month
Set",4,4,,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116991338,
3,101737328,5 Bedroom Townhouse,Westlands,"Nairobi Nairobi County, Westlands, Nairobi",This exquisite villa is situated in the prime Westlands area along Raphta Road and offers a,5,4,4,350 m²,KSh 200 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-westlands-101737328,Trisums Investments Co. Ltd
3,116990339,3 Bedroom House,Karen,"Pepo Ln Karen, Karen, Nairobi","3-Bedroom All-En-Suite Bungalow to Let in Karen – KES 140,000
Located in the tranquil and",3,3,,180 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990339,
3,116983267,4 Bedroom House,Kiambu Road,"Kiambu Rd Kiambu, Kiambu Road, Nairobi","Modern 4-Bedroom All-Ensuite Home | Edenville Phase 2 – Kiambu Road
Rent: KES 160,000 per",4,4,3,300 m²,KSh 160 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kiambu-road-116983267,
3,116989951,3 Bedroom House,Karen,"Karen Hardy Langata, Karen, Nairobi","3-Bedroom Villa for Rent in Hardy, Karen
Rent: KES 200,000
This elegant three-bedroom",3,3,,180 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116989951,
3,116989905,4 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","4-Bedroom Villa To Let in Karen – Windy Ridge

Rent: KES 250,000 per month

Located in",4,4,,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116989905,
3,116983334,4 Bedroom House,Karen,"Nairobi Karen, Karen, Nairobi","4-Bedroom House To Let in Karen – Rent KES 200,000
•	Property Overview
o	Elegant and",4,4,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983334,
3,116983310,4 Bedroom House,Karen,"Langata N Rd Nairobi, Karen, Nairobi","Spacious 4-Bedroom Villa To Let in Karen
Rent: KES 250,000 per month
This elegant",4,4,,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983310,
3,116975790,3 Bedroom Apartment / Flat,Westlands,"Sarit Centre Car Park Lower Kabete Rd, Westlands, Nairobi","THREE BEDROOM NOT ENSUITE APARTMENT FOR RENT IN WESTLANDS

Letting A Three Bedroom ( NOT",3,2,2,150 m²,KSh 70 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116975790,
3,116990363,3 Bedroom House,Karen,"Ndovu Rd Nairobi, Karen, Nairobi","3-Bedroom Bungalow to Let in Karen – KES 140,000 per Month
Located in the serene and",3,2,,180 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990363,
3,116983211,4 Bedroom House,Karen,"Murishu Rd Nairobi, Karen, Nairobi","Elegant 4-Bedroom All-En-Suite Villa to Let in Karen – KES 280,000
Set within a secure and",4,4,1,300 m²,KSh 280 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983211,
3,116975234,2 Bedroom House,Karen,"Link Rd Karen, Karen, Nairobi","Charming 2-Bedroom House for Rent in Mwitu, Karen – KES 220,000
Nestled in the serene and",2,2,,99 m²,KSh 220 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116975234,
3,116972854,2 Bedroom Apartment / Flat,Westlands,"Raphta Rd Nairobi, Westlands, Nairobi","2 Bedroom Apartment To Let – Westlands 
Discover comfort and convenience in this charming",2,2,1,85 m²,KSh 70 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116972854,Trisums Investments Co. Ltd
3,116983277,4 Bedroom House,Karen,"MQ68+H7R Nairobi, Karen, Nairobi","4-bedroom Villa for rent
Elegant 4-Bedroom All-En-Suite Villa to Let in Karen – KES",4,4,2,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983277,
3,116983376,4 Bedroom House,Karen,"Academy Road Nairobi, Karen, Nairobi","Elegant 4-Bedroom All-En-suite House for Rent in Karen
Rent: KES 320,000 per month
Set on",4,4,2,300 m²,KSh 320 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983376,
3,116990394,3 Bedroom House,Karen,"Ndovu Rd Nairobi, Karen, Nairobi","Modern 3-Bedroom All-En-Suite Cottage with DSQ to Let in Karen

Guide Rent: KES 200,000",3,3,,180 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990394,
3,116983087,4 Bedroom House,Karen,"Kuwinda Rd Nairobi, Karen, Nairobi","Spacious 4-Bedroom Townhouse To Let in Karen

Rent: KES 350,000 per month

This",4,4,,300 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983087,
3,116990120,3 Bedroom House,Karen,"Mokoyeti Rd W Nairobi, Karen, Nairobi","Newly Built 3-Bedroom All-En-Suite Bungalow to Let in Karen – KES 200,000
Located in the",3,2,,180 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990120,
3,116978020,5 Bedroom House,Karen,"Hardy Nairobi, Karen, Nairobi","Elegant 5-Bedroom All Ensuite Villa in Karen Hardy
Rent: KES 250,000 per month
Located in",5,5,,450 m²,KSh 250 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116978020,
3,116971214,5 Bedroom Townhouse,Westlands,"Nairobi Nairobi County, Westlands, Nairobi",This exquisite villa is situated in the prime Westlands area along Raphta Road and offers a,5,4,4,350 m²,KSh 200 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-westlands-116971214,Trisums Investments Co. Ltd
4,116969976,1 Bedroom Apartment / Flat,Kilimani,"Kindaruma Rd Kilimani, Kilimani, Nairobi","ONE BEDROOM APARTMENT FOR RENT IN KILIMANI

One-bedroom, well-maintained apartment",1,1,1,60 m²,KSh 50 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116969976,
4,116971108,2 Bedroom Apartment / Flat,Westlands,"PQPQ+5MC 33, Westlands, Nairobi","2 Bedroom Apartment To Let – Westlands (Raphta Road)
Discover comfort and convenience in",2,2,2,120 m²,KSh 70 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116971108,Trisums Investments Co. Ltd
4,116976683,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Charming 5-Bedroom Family Home for Rent in Karen – Ksh 480,000/Month
Location: Karen,",5,5,,450 m²,KSh 480 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116976683,
4,116991312,5 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi","Spacious 5 Bedroom Townhouse for Rent in Karen
Rent: Ksh 300,000 per month
Located in the",5,5,,450 m²,KSh 300 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116991312,
4,116983102,4 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Modern 4-Bedroom Villa for Rent in Karen – KES 400,000
Tucked away in the leafy and serene",4,4,2,300 m²,KSh 400 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983102,
4,116972407,2 Bedroom Apartment / Flat,Westlands,"Raphta Rd Nairobi, Westlands, Nairobi","2 Bedroom Apartment To Let – Westlands (Raphta Road)
Discover comfort and convenience in",2,2,1,85 m²,KSh 70 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116972407,Trisums Investments Co. Ltd
4,116977976,5 Bedroom House,Karen,"Langata S Rd Nairobi, Karen, Nairobi","5-Bedroom Villa for Rent in Karen
Rent: KES 200,000 per month
Located in one of Karen’s",5,5,,450 m²,KSh 200 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116977976,
4,116977973,5 Bedroom House,Karen,"Langata S Rd Nairobi, Karen, Nairobi","5-Bedroom Villa for Rent in Karen
Rent: KES 200,000 per month
Located in one of Karen’s",5,5,,450 m²,KSh 200 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116977973,
4,116976678,5 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi","Elegant 5-Bedroom Townhouse Plus DSQ To Let in Karen – Guide Rent KES 220,000
This elegant",5,5,,450 m²,KSh 220 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-karen-116976678,
4,116976670,5 Bedroom House,Karen,"Rhino Park Rd Karen, Karen, Nairobi","Elegant 5-Bedroom Townhouse Plus DSQ To Let in Karen – Guide Rent KES 265,000
This elegant",5,5,,450 m²,KSh 265 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116976670,
4,116983044,4 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","4-Bedroom Villa To Let in Karen – Windy Ridge

Rent: KES 250,000 per month

Located in",4,4,,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983044,
4,116975879,6 Bedroom House,Karen,"JQR5+4H2 Unnamed Road, Karen, Nairobi","To Let: Exquisite 6 Bedroom Mansion with Private Pool in Karen – Ksh 500,000
Location:",6,6,,450 m²,KSh 500 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116975879,
4,116967826,5 Bedroom Townhouse,Spring Valley,"Lake View Dr Kitisuru, Spring Valley, Nairobi","5 Bedrooms house plus DSQ to Let in Lakeview

Asking Price USD 4500
Situated lower",5,5,4,400 m²,KSh 580 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-spring-valley-116967826,
4,116983343,4 Bedroom Townhouse,Karen,"MPP8+J9X Karen, Karen, Nairobi","Elegant 4-Bedroom Townhouse To Let / For Sale in Karen
Rent: KES 400,000 per month
Sale",4,4,,300 m²,KSh 400 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116983343,
4,116967797,3 Bedroom Apartment / Flat,Westlands,"General Mathenge Drive Spring Valley, Westlands, Nairobi","3 Bedroom Apartment for rent in Westlands

We presents this apartment which provides",3,3,2,200 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116967797,
4,116964327,3 Bedroom Apartment / Flat,Westlands,"Brookside Dr Spring Valley, Westlands, Nairobi","modern, high-end 1 and 2-bedroom units, offering a, luxurious urban living experience.",3,4,2,135 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116964327,Trisums Investments Co. Ltd
4,116976137,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Five-Bedroom Villa / Townhouse for Rent in Karen
Rent: KES 400,000 per month
This",5,5,,450 m²,KSh 400 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116976137,
4,116976070,6 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","Karen Windridge – Executive 6-Bedroom House To Let (Near The Hub Karen)
Rent:
 KES",6,6,,450 m²,KSh 350 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116976070,
4,101758931,4 Bedroom Townhouse,Karen,"MPP8+J9X Karen, Karen, Nairobi","Elegant 4-Bedroom Townhouse To Let / For Sale in Karen
Rent: KES 400,000 per month
Sale",4,4,,300 m²,KSh 400 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-101758931,
4,116983034,5 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","4 Bedroom Villa To Let in Karen Windy Ridge

Rent:Kshs.250,000/-

Features:
 Master",5,6,5,650 m²,KSh 250 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116983034,
4,116975226,6 Bedroom House,Karen,"JQR5+4H2 Unnamed Road, Karen, Nairobi","Exquisite 6 Bedroom Mansion with Private Pool in Karen
To Let: Exquisite 6 Bedroom Mansion",6,6,,450 m²,KSh 500 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116975226,
5,116975229,Commercial Property,Karen,"Marula Ln Nairobi, Karen, Nairobi","Silent Office Space to Let – Karen
This quiet and well-maintained office space in Karen is",,,,50 m²,KSh 50 000,https://www.property24.co.ke/commercial-property-to-rent-in-karen-116975229,
5,116965142,6 Bedroom Apartment / Flat,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",Experience refined living in the heart of Lavington with this expansive 6-bedroom duplex,6,6,2,250 m²,KSh 180 000,https://www.property24.co.ke/6-bedroom-apartment-flat-to-rent-in-lavington-116965142,
5,116983295,4 Bedroom House,Karen,"Lower Plains Rd Nairobi, Karen, Nairobi","Four-Bedroom All En-Suite Bungalow for Rent in Karen (Shared Compound)

Rent: KES 200,000",4,4,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116983295,
5,116975385,6 Bedroom House,Karen,"JQR5+4H2 Unnamed Road, Karen, Nairobi","To Let: Exquisite 6 Bedroom Mansion with Private Pool in Karen – Ksh 500,000
Location:",6,6,,450 m²,KSh 500 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116975385,
5,101736024,4 Bedroom House,Karen,"Lower Plains Rd Nairobi, Karen, Nairobi","Four-Bedroom All En-Suite Bungalow for Rent in Karen (Shared Compound)

Rent: KES 200,000",4,4,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-101736024,
5,116978057,5 Bedroom House,Karen,"Academy Road Nairobi, Karen, Nairobi","TO LET: Elegant 5-Bedroom Maisonette with DSQ on ½ Acre – Karen
 Location: Karen,",5,5,,450 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116978057,
5,116967976,2 Bedroom Apartment / Flat,Kilimani,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi","TWO BEDROOM MASTER ENSUITE APARTMENT FOR RENT IN KILIMANI

Modern Apartments for Rent –",2,2,1,108 m²,KSh 100 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116967976,
5,116990576,3 Bedroom House,Karen,"Kasuku Rd Kilimani, Karen, Nairobi","Elegant 3-Bedroom Bungalow with Guest House for Rent in Karen
Rent: KES 280,000 per",3,3,,180 m²,KSh 280 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116990576,
5,116963555,3 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Modern 3-Bedroom Bungalow To Let in Karen
Rent: KES 220,000 per month
This beautiful and",3,2,,180 m²,KSh 220 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963555,
5,116963523,3 Bedroom Apartment / Flat,Karen,"Marist Ln Nairobi, Karen, Nairobi","THREE BEDROOM APARTMENT FOR RENT IN KAREN KSH 80,000
Located at hillcrest is this gorgeous",3,2,,180 m²,KSh 80 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116963523,
5,116963937,1 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","modern, high-end 1 and 2-bedroom units, offering a, luxurious urban living experience.",1,1,1,65 m²,KSh 60 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-kilimani-116963937,Trisums Investments Co. Ltd
